GSK,01-09-2023,1574.80
GSK,02-09-2023,1595.27
GSK,03-09-2023,1606.44
GSK,04-09-2023,1617.68
GSK,05-09-2023,1627.39
GSK,06-09-2023,1643.66
GSK,07-09-2023,1666.68
GSK,08-09-2023,1661.68
GSK,09-09-2023,1651.71
GSK,10-09-2023,1641.80
GSK,11-09-2023,1635.23
GSK,12-09-2023,1648.31
GSK,13-09-2023,1658.20
GSK,14-09-2023,1641.62
GSK,15-09-2023,1658.03
GSK,16-09-2023,1677.93
GSK,17-09-2023,1694.71
GSK,18-09-2023,1682.85
GSK,19-09-2023,1679.48
GSK,20-09-2023,1692.92
GSK,21-09-2023,1718.31
GSK,22-09-2023,1737.21
GSK,23-09-2023,1744.16
GSK,24-09-2023,1733.70
GSK,25-09-2023,1733.70
GSK,26-09-2023,1738.90
GSK,27-09-2023,1745.85
GSK,28-09-2023,1772.04
GSK,29-09-2023,1761.41
GSK,30-09-2023,1747.32
GSK,01-10-2023,1733.34
GSK,02-10-2023,1747.21
GSK,03-10-2023,1740.22
GSK,04-10-2023,1743.70
GSK,05-10-2023,1747.18
GSK,06-10-2023,1762.91
GSK,07-10-2023,1769.96
GSK,08-10-2023,1778.81
GSK,09-10-2023,1782.37
GSK,10-10-2023,1782.37
GSK,11-10-2023,1766.33
GSK,12-10-2023,1753.96
GSK,13-10-2023,1773.26
GSK,14-10-2023,1757.30
GSK,15-10-2023,1771.35
GSK,16-10-2023,1776.67
GSK,17-10-2023,1762.46
GSK,18-10-2023,1760.69
GSK,19-10-2023,1778.30
GSK,20-10-2023,1797.86
GSK,21-10-2023,1779.88
GSK,22-10-2023,1803.02
GSK,23-10-2023,1790.40
GSK,24-10-2023,1774.29
GSK,25-10-2023,1760.09
GSK,26-10-2023,1763.61
GSK,27-10-2023,1760.09
GSK,28-10-2023,1742.48
GSK,29-10-2023,1752.94
GSK,30-10-2023,1763.46
GSK,31-10-2023,1775.80
GSK,01-11-2023,1786.46
GSK,02-11-2023,1793.60
GSK,03-11-2023,1791.81
GSK,04-11-2023,1802.56
GSK,05-11-2023,1806.16
GSK,06-11-2023,1820.61
GSK,07-11-2023,1844.28
GSK,08-11-2023,1862.72
GSK,09-11-2023,1864.59
GSK,10-11-2023,1875.77
GSK,11-11-2023,1858.89
GSK,12-11-2023,1877.48
GSK,13-11-2023,1871.85
GSK,14-11-2023,1869.98
GSK,15-11-2023,1881.20
GSK,16-11-2023,1884.96
GSK,17-11-2023,1907.58
GSK,18-11-2023,1898.04
GSK,19-11-2023,1901.84
GSK,20-11-2023,1918.95
GSK,21-11-2023,1926.63
GSK,22-11-2023,1922.78
GSK,23-11-2023,1926.62
GSK,24-11-2023,1936.25
GSK,25-11-2023,1957.55
GSK,26-11-2023,1965.38
GSK,27-11-2023,1951.63
GSK,28-11-2023,1967.24
GSK,29-11-2023,1982.98
GSK,30-11-2023,1973.06
GSK,01-12-2023,1963.20
GSK,02-12-2023,1967.12
GSK,03-12-2023,1990.73
GSK,04-12-2023,2000.68
GSK,05-12-2023,1980.68
GSK,06-12-2023,1974.73
GSK,07-12-2023,1956.96
GSK,08-12-2023,1980.44
GSK,09-12-2023,1968.56
GSK,10-12-2023,1970.53
GSK,11-12-2023,1978.41
GSK,12-12-2023,2000.17
GSK,13-12-2023,2008.18
GSK,14-12-2023,2002.15
GSK,15-12-2023,2004.15
